Time,Temperature (°F),,,Dew Point (°F),,,Humidity (%),,,Wind Speed (mph),,,Pressure (in),,,Precipitation (in),
6/2/2021,91,73.8,60,60,55.4,52,80,55.4,33,14,7.3,0,29.6,29.5,29.5,0,
6/3/2021,85,69,53,58,53.1,49,86,60,34,12,5.3,0,29.6,29.6,29.5,0,
6/4/2021,80,63.5,50,52,48.2,42,96,61.9,32,13,5,0,29.7,29.7,29.6,0,
6/5/2021,69,58.7,48,48,42.9,40,77,56.8,40,17,8.6,0,29.8,29.7,29.7,0,
6/6/2021,66,54.1,41,49,43.1,38,90,69.6,38,15,6.9,0,29.7,29.6,29.6,0,
6/7/2021,64,54.1,45,48,45.1,42,93,73.5,46,15,5.7,0,29.6,29.6,29.5,0,
6/8/2021,64,52.5,41,48,42.1,37,97,71.4,37,15,5.9,0,29.7,29.6,29.6,0.04,
6/9/2021,71,52.4,38,46,40.9,36,97,69.6,32,14,4.5,0,29.8,29.7,29.7,0.02,
6/10/2021,69,57.2,44,46,43.3,40,86,62.4,35,13,6.3,0,29.8,29.8,29.6,0,
6/11/2021,68,58.3,48,55,49.8,43,90,74.7,50,23,8.4,0,29.6,29.5,29.5,0,
6/12/2021,81,61.1,51,61,54.6,49,97,81.5,42,17,3.3,0,29.6,29.6,29.4,0.1,
6/13/2021,66,63.2,61,62,60.1,58,94,89.6,84,9,4.3,0,29.6,29.5,29.5,0.77,
6/14/2021,73,62.6,58,58,54.6,49,96,77.4,46,14,5.3,0,29.7,29.6,29.6,0.55,
6/15/2021,70,59.9,51,52,49.5,47,89,70.5,47,16,7.2,0,29.9,29.8,29.7,0.12,
6/16/2021,79,62.9,48,51,48.8,44,93,64.5,29,17,10.8,0,29.9,29.8,29.7,0,
6/17/2021,84,67,49,56,49.7,45,93,59.5,25,18,7,0,29.8,29.7,29.6,0,
6/18/2021,82,66.4,49,55,49.3,46,90,58.3,31,17,8.8,0,29.7,29.6,29.6,0,
6/19/2021,84,67.2,49,56,50.5,45,86,59,29,23,12.2,0,29.7,29.6,29.5,0,
6/20/2021,89,74,57,63,58.2,53,87,60.5,36,17,9.6,0,29.6,29.5,29.4,0,
6/21/2021,94,76.4,61,64,59.6,54,90,60.2,33,15,6.5,0,29.5,29.4,29.4,0,
6/22/2021,87,68.6,57,60,55.6,53,87,66.2,36,13,7,0,29.5,29.5,29.4,0,
6/23/2021,86,67.8,55,60,55.5,52,89,67.2,41,13,6.4,0,29.6,29.5,29.5,0,
6/24/2021,91,70.8,53,59,54.2,47,89,60.8,22,14,6,0,29.7,29.6,29.6,0,
6/25/2021,95,77.8,59,63,58.1,54,90,54.9,26,10,4.7,0,29.6,29.6,29.5,0,
6/26/2021,103,83.7,62,68,62.3,58,87,53.6,23,10,5.3,0,29.6,29.5,29.4,0,
6/27/2021,111,89.1,68,67,63.8,60,78,47.5,20,18,7.8,0,29.5,29.4,29.2,0,
6/28/2021,93,77.7,63,66,59.7,54,75,55.5,37,26,12.3,7,29.4,29.3,29.2,0,
6/29/2021,85,68.5,58,60,56.6,54,87,67.9,43,23,8.9,0,29.5,29.4,29.4,0,
6/30/2021,74,66.7,63,57,56,55,81,68.9,55,13,7.1,3,29.6,29.5,29.5,0,
7/1/2021,76,67.7,62,58,56.5,55,84,67.9,52,12,5.9,0,29.6,29.6,29.6,0,
7/2/2021,88,66.7,54,60,55.8,52,97,72.8,31,18,5.5,0,29.6,29.6,29.5,0,
7/3/2021,91,71.4,55,60,56.5,53,96,65,29,16,6.1,0,29.6,29.6,29.5,0,
7/4/2021,90,73,56,59,53.5,44,87,56,20,14,5.9,0,29.6,29.6,29.5,0,
7/5/2021,91,72.1,54,56,50,40,86,52.5,17,18,7.8,0,29.7,29.6,29.6,0,
7/6/2021,94,72.5,55,58,52.2,40,89,56.2,16,18,9,0,29.6,29.6,29.5,0,
7/7/2021,82,66.1,57,55,53.3,51,93,66.4,38,14,7.4,0,29.7,29.7,29.6,0,
7/8/2021,80,62.7,50,54,51.1,46,86,68.2,39,10,4,0,29.7,29.6,29.6,0.01,
7/9/2021,92,72.5,50,58,52,47,93,54.9,22,15,7.8,0,29.7,29.6,29.6,0,
7/10/2021,92,73.4,56,58,54.2,47,87,56.3,21,16,7,0,29.8,29.7,29.6,0,
7/11/2021,91,73.3,52,58,52.5,48,86,52.6,24,20,11.8,0,29.7,29.7,29.6,0,
7/12/2021,89,72,54,57,53.5,50,86,56.5,29,15,8.3,0,29.7,29.6,29.6,0,
7/13/2021,91,72.1,55,56,53.2,51,86,55.7,27,18,8.4,0,29.7,29.6,29.5,0,
7/14/2021,88,69.8,52,56,52,48,86,57,30,16,6.8,0,29.7,29.6,29.5,0,
7/15/2021,82,64.8,50,53,51,48,93,64.2,33,16,6.6,0,29.7,29.6,29.6,0,
7/16/2021,83,65.8,50,54,50.2,46,86,60.6,33,15,3.5,0,29.7,29.7,29.6,0,
7/17/2021,84,67.2,51,56,52.6,48,89,62.9,34,15,5.5,0,29.7,29.7,29.6,0,
7/18/2021,88,69.9,50,55,50.6,44,93,55.5,22,15,7,0,29.8,29.7,29.6,0,
7/19/2021,90,71.2,53,53,49.8,43,86,51.6,23,14,5.7,0,29.7,29.7,29.6,0,
7/20/2021,82,67.6,53,55,53,49,87,62,38,16,7,0,29.8,29.7,29.6,0,
7/21/2021,78,64.3,54,50,48.2,45,83,59.1,32,14,6.5,0,29.8,29.7,29.7,0,
7/22/2021,83,67.4,50,50,45.8,36,86,51.6,19,15,10.3,3,29.8,29.7,29.7,0,
7/23/2021,88,69.8,49,52,45.8,34,86,48.9,15,21,9,0,29.8,29.8,29.7,0,
7/24/2021,94,75.9,58,57,53.7,49,81,50.5,21,20,9.5,0,29.7,29.7,29.6,0,
7/25/2021,94,75.8,58,58,54.8,49,84,53,22,20,9.9,0,29.7,29.6,29.5,0,
7/26/2021,92,75.1,59,57,54.3,48,80,52.4,22,16,9.8,0,29.6,29.6,29.5,0,
7/27/2021,89,74,60,57,54.2,50,80,53.1,26,8,4,0,29.7,29.6,29.6,0,
7/28/2021,95,76.6,59,57,53.9,48,75,49.8,20,13,5.7,0,29.7,29.7,29.6,0,
7/29/2021,98,79.6,59,57,53,47,83,45.8,18,20,6.8,0,29.6,29.6,29.5,0,
7/30/2021,91,77.7,63,62,57.2,55,78,52,31,10,4.2,0,29.6,29.5,29.5,0,
7/31/2021,89,77.5,67,60,58.5,57,76,53.5,35,10,5.4,0,29.6,29.6,29.6,0,
8/1/2021,94,76.7,58,61,58.2,55,90,56.8,31,17,7.4,0,29.7,29.6,29.6,0,
8/2/2021,94,77.8,64,62,57.9,55,75,52.4,29,12,8.1,0,29.7,29.6,29.6,0,
8/3/2021,91,72.9,58,61,56.9,53,84,60.3,35,12,7.4,0,29.7,29.6,29.6,0,
8/4/2021,95,80.7,59,59,54.6,50,72,43.2,25,16,8.8,0,29.6,29.5,29.4,0,
8/5/2021,77,67.6,60,59,57,55,87,69.4,52,16,7.7,0,29.7,29.6,29.5,0,
8/6/2021,87,71.7,61,62,58.5,57,90,66.3,38,14,7.4,3,29.7,29.7,29.6,0,
8/7/2021,90,72.5,59,63,58.7,56,93,65.2,38,21,5.8,0,29.7,29.6,29.5,0,
8/8/2021,80,69.7,54,53,48,45,82,48.7,30,16,10.7,3,29.7,29.7,29.6,0,
8/9/2021,86,69.2,54,55,51.4,49,86,56.9,29,20,12.8,6,29.7,29.6,29.6,0,
8/10/2021,94,76.9,58,58,54.8,52,87,50.8,24,18,9.7,0,29.7,29.6,29.6,0,
8/11/2021,102,83.1,64,62,57,52,72,44.7,19,10,6.2,0,29.6,29.5,29.5,0,
8/12/2021,103,84.5,67,61,58.5,56,68,44.1,24,14,6.7,0,29.6,29.5,29.5,0,
8/13/2021,93,77.5,67,65,59.8,56,70,55.7,37,15,8.1,3,29.7,29.6,29.6,0,
8/14/2021,96,77.8,63,65,59.7,57,81,56.4,32,12,7.2,0,29.7,29.7,29.6,0,
8/15/2021,97,77.1,62,61,57.5,53,80,54.5,23,12,5.3,0,29.7,29.6,29.6,0,
8/16/2021,88,70.4,58,57,54.8,52,87,61.1,29,18,10,3,29.6,29.5,29.5,0,
8/17/2021,73,65.5,56,52,48,45,77,54.6,38,14,5.8,0,29.7,29.7,29.6,0,
8/18/2021,84,65.3,48,55,50.2,45,93,62.7,31,15,4.9,0,29.8,29.7,29.6,0,
8/19/2021,85,67,52,57,52.7,49,89,63.1,37,14,4.5,0,29.7,29.7,29.6,0,
8/20/2021,79,66,55,54,52.4,50,83,63.9,39,13,4,0,29.7,29.6,29.5,0,
8/21/2021,77,65.6,56,54,51.3,48,84,62.5,37,14,5.1,0,29.5,29.5,29.4,0,
8/22/2021,73,61.2,51,53,49,45,92,66.5,42,14,6.4,0,29.6,29.5,29.5,0,
8/23/2021,76,61.1,46,48,43.1,39,90,56.6,27,18,11.1,0,29.6,29.6,29.5,0,
8/24/2021,83,64.1,47,53,46.4,41,86,57.5,23,9,3.6,0,29.6,29.6,29.5,0,
8/25/2021,80,67.6,52,52,48.8,41,88,54.5,30,14,7.3,0,29.7,29.7,29.6,0,
8/26/2021,82,67.9,56,57,54.5,50,87,64.5,39,18,7.7,0,29.7,29.7,29.6,0,
8/27/2021,77,67.5,61,55,50.9,48,75,56.9,36,20,12,7,29.7,29.7,29.6,0,
8/28/2021,88,70.3,50,52,47.8,44,87,49.3,22,21,12.4,6,29.7,29.6,29.5,0,
8/29/2021,90,70.5,54,52,49.8,46,83,52.6,22,15,6,0,29.6,29.5,29.4,0,
8/30/2021,75,61.4,49,50,46.9,44,93,62.1,36,15,5.1,0,29.6,29.6,29.5,0,
8/31/2021,75,62.9,50,48,44.6,41,86,54.3,31,21,11,0,29.6,29.6,29.5,0,
9/1/2021,78,61.9,47,47,42.4,37,80,52.7,26,20,10.2,0,29.6,29.6,29.5,0,
9/2/2021,84,64.2,45,47,41.5,35,83,49.5,19,18,5.6,0,29.6,29.6,29.6,0,
9/3/2021,84,65.7,45,47,42.7,36,71,47.2,23,9,4.4,0,29.7,29.6,29.6,0,
9/4/2021,90,69.1,49,58,47,41,80,51.2,19,14,6.1,0,29.6,29.6,29.6,0,
9/5/2021,89,71.2,54,60,54.7,51,90,59.9,31,16,3.8,0,29.7,29.6,29.6,0,
9/6/2021,84,68.5,53,56,49.6,41,86,54.7,27,17,9.1,0,29.7,29.7,29.6,0,
9/7/2021,85,68.2,51,57,50.3,44,80,55,33,13,4,0,29.6,29.6,29.5,0,
9/8/2021,91,73.3,53,56,49.5,41,86,49.3,19,12,5.8,0,29.6,29.6,29.5,0,
9/9/2021,85,69.6,56,59,54.4,48,78,60.4,36,14,4,0,29.6,29.5,29.5,0,
9/10/2021,72,63.5,56,57,54.7,48,83,73.5,55,10,3.1,0,29.8,29.6,29.5,0,
9/11/2021,81,62.6,46,53,46.7,40,93,61.2,29,13,5.6,0,29.8,29.7,29.7,0,
9/12/2021,79,64.1,51,55,48.7,42,77,58.8,42,14,5.3,0,29.8,29.7,29.7,0,
9/13/2021,76,62,48,47,44.7,41,83,56.5,31,23,10,0,29.8,29.7,29.7,0,
9/14/2021,85,65.5,45,53,47.3,41,86,57.2,23,9,4.1,0,29.7,29.6,29.6,0,
9/15/2021,76,64.4,54,57,49.1,36,83,61.1,23,20,10.1,0,29.7,29.6,29.6,0,
9/16/2021,75,58.1,45,42,37.4,32,76,49.8,23,17,10.6,0,29.7,29.6,29.5,0,
9/17/2021,82,63.8,44,58,44.8,35,76,53.9,23,20,10.5,6,29.5,29.5,29.4,0,
9/18/2021,68,60.1,54,61,56.2,52,93,87.3,70,18,11.9,3,29.5,29.4,29.3,0.42,
9/19/2021,68,59,54,54,52,49,96,79.4,50,16,8.2,3,29.9,29.7,29.5,1.39,
9/20/2021,72,57.2,47,56,50.8,45,97,81.1,51,17,6.7,0,29.9,29.9,29.8,0.02,
9/21/2021,83,63.6,49,60,52.4,46,93,70.3,36,9,3.4,0,29.8,29.7,29.6,0,
9/22/2021,75,63,56,55,52.5,50,89,70.5,44,14,6.6,0,29.9,29.8,29.7,0,
9/23/2021,75,61.7,53,56,53.6,51,100,76.9,48,20,10,0,29.9,29.8,29.7,0,
9/24/2021,85,65.5,51,58,52.8,49,96,67.6,31,10,4.9,0,29.7,29.6,29.4,0,
9/25/2021,83,65,52,54,50.9,47,89,65.1,28,15,8.4,5,29.6,29.5,29.5,0,
9/26/2021,78,65.4,57,59,52.3,47,81,65,33,18,10.8,6,29.6,29.5,29.4,0,
9/27/2021,65,58.6,51,58,54.4,47,93,86.2,78,14,9.4,5,29.6,29.5,29.4,0,
9/28/2021,64,55.1,49,52,49,44,93,81.6,50,13,7.8,5,29.8,29.7,29.6,0.61,
9/29/2021,70,57.1,46,50,47.3,44,97,73.2,39,13,6.2,0,29.8,29.7,29.7,0.1,
9/30/2021,70,58.8,49,61,53.8,47,96,84.3,59,16,8.8,3,29.8,29.8,29.8,0,
10/1/2021,65,55.8,48,54,50.1,46,94,82.2,56,17,11.7,0,29.9,29.8,29.8,0.01,
10/2/2021,70,51.7,43,52,46.5,41,97,84.2,51,7,2.1,0,29.8,29.8,29.7,0,
10/3/2021,72,53.5,47,50,48,46,100,84.4,43,10,2.1,0,29.8,29.7,29.6,0,
10/4/2021,65,56.3,50,55,51.2,47,92,83.4,65,8,1.8,0,29.6,29.5,29.4,0,
10/5/2021,61,52.9,46,54,50.3,45,100,91.1,75,14,6.1,0,29.7,29.6,29.4,0,
10/6/2021,63,48.6,43,48,44.6,41,100,87.9,48,10,6.1,0,29.8,29.7,29.7,0.3,
10/7/2021,59,47.9,42,46,43.4,39,100,85.8,60,13,5.5,0,29.7,29.7,29.6,0,
10/8/2021,63,49.3,38,46,40.5,35,97,75.6,37,8,5,0,29.8,29.7,29.6,0,
10/9/2021,68,55.2,45,49,44.1,40,90,68.3,47,12,6.7,0,29.9,29.8,29.8,0,
10/10/2021,62,53.6,47,51,46.3,38,93,77.8,41,13,6.5,0,29.9,29.8,29.8,0.02,
10/11/2021,59,48,40,44,39.8,37,97,76.3,44,9,4.4,0,29.9,29.9,29.8,0.02,
10/12/2021,57,43.9,33,45,38.2,31,96,82.7,45,10,6.2,0,29.9,29.8,29.6,0,
10/13/2021,56,47.7,43,48,44.8,41,100,90.3,64,9,4.6,0,29.8,29.7,29.6,0.2,
10/14/2021,62,53.2,47,51,47.9,45,93,82.9,65,13,6.1,0,29.9,29.9,29.8,0.04,
10/15/2021,68,48.3,41,51,44.4,40,100,88.3,50,9,4.4,0,29.8,29.8,29.7,0.01,
10/16/2021,69,52.7,41,51,45.9,40,97,80.2,47,8,4.4,0,29.8,29.6,29.4,0,
10/17/2021,62,51.2,44,50,46.2,42,97,84.1,60,15,8.3,3,29.4,29.4,29.3,0,
10/18/2021,58,50.5,44,48,46.4,43,97,87,62,9,3.5,0,29.6,29.6,29.4,0.06,
10/19/2021,58,43.9,37,50,41.5,36,100,91.8,70,7,2.2,0,29.6,29.5,29.2,0.01,
10/20/2021,61,55.6,50,50,47.6,45,96,75.2,62,21,10.2,3,29.6,29.5,29.2,0.05,
10/21/2021,64,54.6,46,58,50.4,44,93,86.3,67,16,5.9,0,29.5,29.4,29.3,0,
10/22/2021,60,54.3,51,52,50.3,49,93,86.6,75,16,9.1,3,29.5,29.5,29.4,0.86,
10/23/2021,56,53,51,53,49.8,47,97,88.7,80,10,6.4,0,29.4,29.3,29.1,0.14,
10/24/2021,58,53,50,52,47.2,42,96,81.2,69,25,12.7,0,29,28.8,28.7,0.13,
10/25/2021,57,52.4,50,48,44.4,41,86,74.7,62,26,15.2,9,29.4,29.2,29,0.15,
10/26/2021,57,53.8,50,53,49.9,46,97,87.1,77,20,11.9,5,29.7,29.5,29.4,0.08,
10/27/2021,59,54.1,47,53,50.3,45,97,87.4,69,10,5.1,0,29.9,29.9,29.7,0.27,
10/28/2021,72,63.7,55,61,58,53,93,82.2,64,15,8,0,29.8,29.7,29.6,0.16,
10/29/2021,62,54.2,47,59,49.4,42,93,84.2,69,20,12.8,6,29.7,29.7,29.6,0,
10/30/2021,62,48.9,43,48,42.3,39,93,78.9,60,14,6.3,0,29.6,29.6,29.5,0.23,
10/31/2021,58,48.1,40,48,40.7,36,93,76.7,55,6,1.3,0,29.6,29.5,29.5,0.01,
11/1/2021,58,48.3,44,54,46.1,40,100,92.5,79,7,3.3,0,29.7,29.6,29.4,0.02,
11/2/2021,57,50.5,48,53,49.3,47,100,96.1,87,6,2,0,29.8,29.7,29.7,0.3,
11/3/2021,63,52.6,49,55,51.1,48,100,95,75,13,3.2,0,29.7,29.6,29.3,0,
11/4/2021,58,54.6,49,54,50.5,46,96,86.4,80,26,12.3,3,29.7,29.5,29.3,0.6,
11/5/2021,53,50.8,48,48,45.3,43,97,81.7,71,16,8.7,0,29.7,29.6,29.5,0.17,
11/6/2021,51,47.1,40,46,42.1,37,90,82.9,71,21,11.3,0,29.8,29.6,29.5,0.68,
11/7/2021,53,44.6,39,44,40.6,37,96,86.7,64,20,7.6,0,29.8,29.8,29.8,0.39,
11/8/2021,51,40.9,33,45,38.9,32,100,93.2,74,8,3.6,0,29.8,29.6,29.1,0.24,
11/9/2021,55,49.8,44,48,43.3,38,93,79,59,26,11.2,3,29.9,29.6,29.1,0.18,
11/10/2021,57,51.1,45,52,45.8,40,96,82.8,57,14,8.3,3,29.9,29.9,29.8,0.03,
11/11/2021,66,60.3,54,59,56.5,53,100,87.7,78,16,8.9,3,29.9,29.8,29.8,0,
11/12/2021,64,60.5,57,58,56.5,54,100,87,75,20,8.2,0,29.9,29.9,29.8,0.04,
11/13/2021,62,57,54,59,55.5,53,100,94.9,84,10,3.4,0,29.9,29.9,29.8,0.19,
11/14/2021,65,58.3,52,57,54.3,51,97,87,72,17,8.7,3,29.8,29.8,29.6,0.01,
11/15/2021,59,51.5,39,55,48.2,36,97,88.6,72,18,8.8,3,29.9,29.6,29.5,0,
11/16/2021,51,39.9,35,42,36.5,33,100,89,61,12,5.7,0,30,30,29.9,0.32,
11/17/2021,47,39.6,34,39,36.1,33,100,88.1,71,13,7.2,0,30,29.8,29.6,0,
11/18/2021,55,48.5,41,50,43.8,39,93,84.2,66,13,5.3,0,29.6,29.5,29.4,0,
11/19/2021,53,46.2,35,51,41.9,34,97,85.6,69,14,6.2,0,30,29.9,29.5,0.04,
11/20/2021,47,35.9,30,41,34.5,29,100,94.7,77,7,2.3,0,30.1,30.1,30,0,
11/21/2021,39,33.9,30,38,32.7,28,100,95.8,89,10,3.7,0,30.1,30,29.8,0,
11/22/2021,56,39,29,45,35.2,28,100,87.8,57,8,4.3,0,29.8,29.8,29.6,0,
11/23/2021,54,46.4,37,46,41.8,35,93,84.7,64,13,7.6,0,30,29.8,29.6,0.11,
11/24/2021,42,38,34,39,36.7,33,100,95.3,85,7,2.7,0,30,30,30,0.01,
11/25/2021,59,43.7,35,42,38.2,34,100,83.5,44,12,6,0,30,29.9,29.9,0,
11/26/2021,55,50.2,47,50,47.2,42,97,89.5,80,15,6.7,0,29.9,29.9,29.8,0.19,
11/27/2021,63,56.6,52,57,53.3,50,100,89.1,77,15,8.2,3,29.8,29.8,29.7,0.08,
11/28/2021,62,51.6,47,55,49.8,47,100,93.9,67,9,6.5,3,29.9,29.8,29.8,0.02,
11/29/2021,62,52,44,53,47.3,43,97,84.9,67,10,5.5,0,29.9,29.9,29.9,0,
11/30/2021,60,51,44,52,47.3,43,100,87.9,69,9,5.9,0,29.9,29.9,29.8,0,
12/1/2021,65,51.3,45,54,47.9,44,100,89.2,68,9,3.3,0,29.9,29.8,29.7,0,
12/2/2021,55,46.8,40,49,44.9,37,100,93.5,74,13,4,0,29.9,29.9,29.8,0,
12/3/2021,45,42.3,39,41,37.8,35,93,84,79,12,6.5,0,29.9,29.8,29.7,0,
12/4/2021,52,48.1,41,48,43.9,39,94,85.9,71,17,8.9,0,30,29.8,29.7,0,
12/5/2021,49,42.8,34,47,38,31,93,83.6,63,16,8.1,0,30.1,30,29.9,0,
12/6/2021,49,45.5,40,49,43.4,37,100,92.7,86,10,5.5,0,29.9,29.7,29.6,0,
12/7/2021,58,51.3,48,51,48.5,47,100,90.3,75,9,5.7,0,29.7,29.6,29.6,1.2,
12/8/2021,50,45.6,34,48,41.6,32,96,86.3,68,12,6.8,0,29.7,29.6,29.6,0,
12/9/2021,44,38,33,39,35.4,31,96,90.4,82,16,7.5,0,29.8,29.7,29.7,0.02,
12/10/2021,47,43.1,37,40,38.2,35,97,83.2,66,17,9.9,0,29.8,29.8,29.6,0.04,
12/11/2021,48,46.3,44,44,41.9,35,93,85.2,66,25,17.6,9,29.6,29.4,29.3,0.07,
12/12/2021,47,43.1,39,42,39.3,35,93,86.5,77,24,9.7,3,29.4,29.3,29.1,1.48,
12/13/2021,42,38.1,34,39,35.8,33,96,91.3,85,16,8.6,0,29.3,29.1,29,0.78,
12/14/2021,41,33.8,28,36,30.9,26,100,89.5,79,10,6.3,0,29.5,29.4,29.3,0.81,
12/15/2021,47,42.4,38,39,35.5,31,86,76.6,65,20,11.8,8,29.5,29.4,29.3,0,
12/16/2021,48,43.5,39,44,40.3,38,97,88.5,82,12,7.1,0,29.8,29.6,29.4,0.17,
12/17/2021,48,42.1,39,41,38.9,37,97,89,74,9,5.6,0,29.9,29.9,29.9,0.03,
12/18/2021,53,48.3,43,45,39.8,36,93,73.2,59,22,13.9,7,29.8,29.6,29.5,0.01,
12/19/2021,43,39.5,38,41,38.2,36,100,95.4,92,17,7.9,0,29.5,29.5,29.5,0.62,
12/20/2021,46,43.2,40,45,41.8,38,100,95,89,10,2.7,0,29.7,29.6,29.5,2.02,
12/21/2021,45,43,40,44,40.9,38,100,92.8,82,14,5.7,0,29.7,29.7,29.6,0.43,
12/22/2021,50,47.1,43,46,43.5,40,97,87.5,77,14,8,0,29.6,29.3,29.2,0.08,
12/23/2021,49,44,41,45,39.5,36,93,84.5,69,16,9.4,3,29.3,29.2,29.2,0.91,
12/24/2021,42,38.6,35,37,35.2,33,93,87.6,79,21,13.8,6,29.2,29.1,29,0.02,
12/25/2021,41,36.2,33,37,33.6,31,93,90.5,83,16,10.6,5,29.3,29.2,29.1,1.17,
12/26/2021,35,33.2,31,33,31.4,30,100,93,85,17,10.8,5,29.3,29.2,29.1,0.2,
12/27/2021,34,31.1,23,32,28.5,22,100,90.2,82,13,8.7,5,29.5,29.4,29.3,0.71,
12/28/2021,36,34,32,34,31.9,30,96,92.1,85,10,6.4,0,29.4,29.3,29.3,0.04,
12/29/2021,37,33.9,30,34,32.2,28,100,93.7,82,10,4.4,0,29.6,29.4,29.3,0.14,
12/30/2021,43,37.2,32,38,34,30,93,88.3,82,17,10.4,3,29.5,29.4,29.4,0,
12/31/2021,43,36.6,31,36,33.4,28,97,88.6,73,12,4.8,0,29.8,29.6,29.5,0.14,
1/1/2022,41,34,31,33,29.7,27,92,84.4,70,7,4.3,0,29.9,29.8,29.7,0.04,
1/2/2022,50,42.9,32,38,32.4,29,89,68.6,48,32,17.2,5,29.7,29.5,29.2,0,
1/3/2022,49,42.7,39,44,39.2,35,93,88,71,31,11.4,0,29.5,29.3,29.1,0.09,
1/4/2022,49,42.8,39,47,39.6,36,97,88.8,85,17,10.4,5,29.7,29.6,29.6,2.06,
1/5/2022,53,47.3,45,51,45.7,43,100,94.4,90,14,6.8,0,29.8,29.7,29.6,0.6,
1/6/2022,57,53.6,50,51,48.5,43,93,83.2,71,18,12.1,9,29.6,29.5,29.1,0.64,
1/7/2022,51,45.8,39,46,40.8,36,93,82.8,73,30,12.2,0,29.7,29.4,29.1,0.05,
1/8/2022,52,42,34,39,36.3,32,93,81,53,7,3.9,0,29.9,29.8,29.7,0.02,
1/9/2022,39,33.7,30,37,32.4,28,100,94.8,87,7,1.6,0,29.9,29.9,29.8,0,
1/10/2022,49,38.3,33,43,36.6,31,100,93.6,80,7,2.5,0,30,29.9,29.9,0,
1/11/2022,55,49.6,44,48,43.9,41,97,81.1,71,16,7.5,3,30,29.9,29.9,0.01,
1/12/2022,57,48.7,41,44,40.4,37,93,73.9,59,17,7.3,3,29.9,29.8,29.7,0,
1/13/2022,52,46.8,39,48,43.9,38,100,89.8,76,15,9,0,30,29.9,29.7,0.07,
1/14/2022,47,42.3,36,45,40.9,35,100,95.2,89,12,4.1,0,30.1,30,29.9,0.04,
1/15/2022,46,42.2,39,44,40.6,38,100,94.4,79,10,4.7,0,30,29.9,29.9,0,
1/16/2022,39,37.6,36,39,36.7,35,100,96.8,93,8,3.3,0,29.9,29.8,29.7,0,
1/17/2022,50,37.8,34,42,36.1,33,100,94.3,74,8,3.6,0,29.7,29.7,29.7,0,
1/18/2022,52,46.1,39,48,42.9,38,97,89.1,77,12,7.6,5,29.8,29.8,29.7,0,
1/19/2022,52,50,47,51,48.3,46,97,94.2,90,10,7.4,0,30,29.9,29.8,0.01,
1/20/2022,56,50.1,39,53,47.5,38,100,90.9,77,13,7.2,0,30.1,30,29.9,0.27,
1/21/2022,47,41,37,42,38.6,35,97,91.8,79,17,7.6,0,30.2,30.2,30.1,0.02,
1/22/2022,43,38.8,31,39,35.9,30,100,89.3,82,13,6.8,0,30.1,30,30,0,
1/23/2022,47,36,31,40,34.4,31,100,94.1,74,6,1.1,0,30,29.9,29.9,0,
1/24/2022,43,34.4,30,39,33.4,30,100,96.4,82,8,3.2,0,29.9,29.9,29.8,0,
1/25/2022,45,35.5,33,37,33.1,30,100,91.1,74,10,5.7,0,29.9,29.8,29.8,0,
1/26/2022,42,32.8,27,35,30.9,26,100,93.1,73,8,2.3,0,29.9,29.8,29.8,0,
1/27/2022,46,32.5,29,35,29.6,26,100,90,63,9,1.4,0,30,29.9,29.9,0,
1/28/2022,47,32.9,25,34,28.3,23,100,84.6,59,6,2.2,0,30,29.9,29.9,0,
1/29/2022,53,32.3,26,39,29.4,23,100,89.9,59,8,3,0,29.9,29.9,29.8,0,
1/30/2022,53,42.2,30,47,38,29,96,85.9,64,17,8.6,3,29.9,29.8,29.7,0,
1/31/2022,47,39.1,33,40,35.7,31,96,87.7,73,12,5.8,0,30,30,29.9,0.15,
2/1/2022,46,34.3,28,38,31.7,27,100,90.7,68,7,4.6,0,30.1,30,30,0.04,
2/2/2022,48,42.7,38,43,39.6,36,93,88.8,80,12,7.1,3,30,30,30,0.01,
2/3/2022,53,40.9,33,42,36.3,32,100,85,57,6,3.9,0,30.1,30,30,0.01,
2/4/2022,50,37.4,30,43,34.7,28,100,90.5,74,9,5.1,0,30.1,30.1,30,0,
2/5/2022,50,43.5,36,45,41.1,34,97,91.2,77,14,5.7,0,30.2,30.1,30.1,0,
2/6/2022,50,42.3,36,42,38.8,35,100,88.2,74,9,3.1,0,30.1,30,29.9,0,
2/7/2022,61,42.5,33,48,38.8,32,100,88.3,56,12,4.5,0,30.2,30.1,30,0,
2/8/2022,46,39.6,35,42,38.1,34,100,94.9,83,9,3.2,0,30.2,30.2,30.1,0,
2/9/2022,57,42.3,37,44,39.7,37,100,91.5,55,10,3.1,0,30.2,30.2,30.1,0,
2/10/2022,47,41.3,33,46,40,32,100,95.1,89,13,4.7,0,30.1,30,29.9,0,
2/11/2022,53,42.5,33,44,39,32,100,87.9,71,13,6.1,0,30,29.9,29.8,0,
2/12/2022,60,35,27,41,30.6,26,100,86.9,41,13,3.6,0,29.8,29.8,29.8,0,
2/13/2022,65,47.2,30,48,38,28,96,73,45,16,5.1,0,29.8,29.8,29.7,0,
2/14/2022,50,45.6,39,45,40.8,36,97,83.8,74,18,10.3,3,29.8,29.6,29.6,0,
2/15/2022,49,43.2,38,42,39.1,37,97,86.4,64,6,3.3,0,29.9,29.8,29.8,0.2,
2/16/2022,53,46.4,40,43,40.4,37,93,80.3,63,7,3.6,0,30.1,30,29.9,0,
