Date,TimeOfCall,Age,Gender,Race,Language,City,Reason for Dispatch
11/13/2021,5:54:36,72,Male,White,English,Eugene,Public Assist
11/13/2021,6:29:10,Unavailable,Male,White,English,Eugene,Check Welfare
11/13/2021,8:10:58,20,Female,White,English,Eugene,Suicidal Subject
11/13/2021,11:40:44,Unavailable,Male,Chose not to Disclose,English,Eugene,Check Welfare
11/13/2021,11:55:29,26,Female,White,English,Eugene,Public Assist
11/13/2021,13:49:35,Unavailable,Male,Chose not to Disclose,English,Eugene,Suicidal Subject
11/13/2021,14:09:48,55,Male,White,English,Eugene,Check Welfare
11/13/2021,15:43:03,Unavailable,Male,Chose not to Disclose,English,Eugene,Check Welfare
11/13/2021,15:50:39,Unavailable,Male,Chose not to Disclose,English,Eugene,Public Assist
11/13/2021,16:17:04,34,Male,White,English,Eugene,Check Welfare
11/14/2021,5:03:01,37,Male,White,English,Eugene,Public Assist
11/11/2021,6:20:27,46,Female,White,English,Springfield,Police Assist
11/11/2021,7:24:41,Unavailable,Chose not to Disclose,Chose not to Disclose,English,Springfield,Police Assist
11/11/2021,10:25:30,41,Female,White,English,Springfield,Transport
11/11/2021,11:51:54,81,Female,White,English,Springfield,Check Welfare
11/11/2021,14:02:28,52,Female,White,English,Springfield,Police Assist
11/11/2021,14:50:51,42,Female,White,English,Springfield,Suicidal Subject
11/11/2021,17:05:59,36,Female,White,English,Springfield,Public Assist
11/11/2021,19:10:37,20,Female,White,English,Springfield,Public Assist
11/11/2021,20:16:35,Unavailable,Chose not to Disclose,Chose not to Disclose,English,Springfield,Check Welfare
11/11/2021,20:32:01,Unavailable,Chose not to Disclose,Chose not to Disclose,English,Springfield,Check Welfare
11/11/2021,20:58:10,Unavailable,Chose not to Disclose,Chose not to Disclose,English,Springfield,Public Assist
11/11/2021,21:08:35,Unavailable,Female,White,English,Springfield,Check Welfare
11/11/2021,22:10:08,53,Female,White,English,Springfield,Public Assist
11/11/2021,0:25:34,Unavailable,Chose not to Disclose,Chose not to Disclose,English,Springfield,Check Welfare
11/12/2021,0:45:27,45,Male,Other Single Race,English,Springfield,Public Assist
11/12/2021,9:34:05,Unavailable,Male,Chose not to Disclose,English,Springfield,Check Welfare
11/12/2021,10:59:37,16,Female,White,English,Springfield,Police Assist
11/12/2021,12:11:21,38,Male,White,English,Springfield,Check Welfare
11/12/2021,14:15:30,75,Male,White,English,Springfield,Check Welfare
11/12/2021,15:39:16,Unavailable,Chose not to Disclose,Chose not to Disclose,English,Springfield,Public Assist
11/12/2021,15:16:51,Unavailable,Female,Chose not to Disclose,English,Springfield,Check Welfare
11/12/2021,14:43:19,23,Female,Chose not to Disclose,English,Springfield,Police Assist
11/12/2021,15:23:42,Unavailable,Male,Chose not to Disclose,English,Springfield,Public Assist
11/12/2021,15:54:39,11,Female,White,English,Springfield,Check Welfare
11/12/2021,17:22:00,Unavailable,Male,White,English,Springfield,Check Welfare
11/12/2021,17:44:39,44,Male,White,English,Springfield,Check Welfare
11/12/2021,17:59:28,Unavailable,Chose not to Disclose,White,English,Springfield,Check Welfare
11/12/2021,21:25:47,56,Female,Chose not to Disclose,English,Springfield,Public Assist
11/12/2021,22:35:11,Unavailable,Male,Chose not to Disclose,English,Springfield,Public Assist
11/12/2021,23:23:10,29,Female,Black or African American,English,Springfield,Public Assist
11/13/2021,2:40:28,41,Male,White,English,Springfield,Check Welfare
11/13/2021,3:38:23,Unavailable,Chose not to Disclose,Chose not to Disclose,English,Springfield,Public Assist
11/14/2021,5:31:58,37,Female,American Indian,English,Eugene,Check Welfare
11/14/2021,5:34:08,Unavailable,Chose not to Disclose,Chose not to Disclose,English,Eugene,Public Assist
11/14/2021,5:53:17,Unavailable,Chose not to Disclose,Chose not to Disclose,English,Eugene,Public Assist
11/14/2021,6:04:02,Unavailable,Male,White,English,Eugene,Public Assist
11/14/2021,6:22:04,Unavailable,Male,Two or More Unspecified Race,English,Eugene,Public Assist
11/14/2021,6:43:46,Unavailable,Male,White,English,Eugene,Public Assist
11/14/2021,7:17:06,55,Male,Black or African American,English,Eugene,Public Assist
11/14/2021,8:12:11,Unavailable,Chose not to Disclose,Chose not to Disclose,English,Eugene,Check Welfare
11/14/2021,8:40:28,71,Female,White,English,Eugene,Check Welfare
11/14/2021,9:32:04,49,Male,White,English,Eugene,Police Assist
11/14/2021,10:35:46,33,Male,White,English,Eugene,Check Welfare
11/14/2021,11:44:33,Unavailable,Chose not to Disclose,Chose not to Disclose,English,Eugene,Check Welfare
11/14/2021,12:16:20,51,Female,White,English,Eugene,Suicidal Subject
11/14/2021,13:50:00,Unavailable,Chose not to Disclose,Chose not to Disclose,English,Eugene,Public Assist
11/14/2021,13:54:20,Unavailable,Chose not to Disclose,Chose not to Disclose,English,Eugene,Check Welfare
11/14/2021,14:18:14,Unavailable,Chose not to Disclose,Chose not to Disclose,English,Eugene,Public Assist
11/14/2021,14:25:57,67,Male,Black or African American,English,Eugene,Check Welfare
11/14/2021,15:12:21,51,Male,White,English,Eugene,Check Welfare
11/14/2021,15:44:24,Unavailable,Chose not to Disclose,Chose not to Disclose,English,Eugene,Public Assist
11/14/2021,16:09:00,66,Male,White,English,Eugene,Check Welfare
11/14/2021,5:18:00,Unavailable,Female,Chose not to Disclose,English,Springfield,Public Assist
11/14/2021,6:43:00,Unavailable,Female,Chose not to Disclose,English,Springfield,Public Assist
11/14/2021,11:50:00,Unavailable,Female,Chose not to Disclose,English,Springfield,Public Assist
11/14/2021,14:55:00,Unavailable,Male,Chose not to Disclose,English,Springfield,Check Welfare
11/14/2021,16:28:00,Unavailable,Male,White,English,Springfield,Police Assist
11/14/2021,17:46:00,31,Female,White,English,Springfield,Public Assist
11/14/2021,19:43:00,17,Male,White,English,Springfield,Police Assist
11/14/2021,20:41:00,16,Female,White,English,Springfield,Police Assist
11/14/2021,21:28:00,Unavailable,Chose not to Disclose,Chose not to Disclose,English,Springfield,Check Welfare
11/14/2021,22:29:00,61,Male,White,English,Springfield,Check Welfare
11/14/2021,23:16:00,62,Male,White,English,Springfield,Public Assist
11/15/2021,1:20:00,45,Male,White,English,Springfield,Public Assist
11/15/2021,3:08:00,45,Male,White,English,Springfield,Police Assist
11/13/2021,17:04:00,58,Male,Asian,English,Eugene,Check Welfare
11/13/2021,17:28:00,38,Male,Asian,English,Eugene,Check Welfare
11/13/2021,17:48:00,65,Female,White,English,Eugene,Public Assist
11/13/2021,18:13:00,56,Female,White,English,Eugene,Public Assist
11/13/2021,19:07:00,20,Male,White,English,Eugene,Police Assist
11/13/2021,20:11:00,Unavailable,Male,Chose not to Disclose,English,Eugene,Check Welfare
11/13/2021,20:20:00,Unavailable,Male,Chose not to Disclose,English,Eugene,Transport
11/13/2021,20:25:00,40,Male,White,English,Eugene,Check Welfare
11/13/2021,21:08:00,41,Male,White,English,Eugene,Check Welfare
11/13/2021,21:54:00,52,Female,White,English,Eugene,Public Assist
11/13/2021,22:20:00,29,Female,White,English,Eugene,Counseling
11/13/2021,23:11:00,22,Female,White,English,Eugene,Transport
11/14/2021,0:22:00,30,Male,White,English,Eugene,Public Assist
11/14/2021,1:12:00,46,Male,Chose not to Disclose,English,Eugene,Police Assist
11/14/2021,1:34:00,46,Male,White,English,Eugene,Check Welfare
11/14/2021,1:50:00,23,Male,White,English,Eugene,Check Welfare
11/14/2021,2:11:00,Unavailable,Chose not to Disclose,Chose not to Disclose,English,Eugene,Public Assist
11/14/2021,2:28:00,49,Male,White,English,Eugene,Counseling
11/14/2021,4:30:00,Unavailable,Male,Chose not to Disclose,English,Eugene,Counseling
11/14/2021,4:42:00,68,Male,White,English,Eugene,Police Assist
11/14/2021,17:03:00,Unavailable,Male,Chose not to Disclose,English,Eugene,Check Welfare
11/14/2021,17:24:00,50,Female,White,English,Eugene,Check Welfare
11/14/2021,18:18:00,8,Male,White,English,Eugene,Police Assist
11/14/2021,18:59:00,Unavailable,Male,Chose not to Disclose,English,Eugene,Check Welfare
11/14/2021,19:18:00,46,Male,White,English,Eugene,Check Welfare
11/14/2021,19:37:00,43,Male,White,English,Eugene,Public Assist
11/14/2021,20:14:00,Unavailable,Chose not to Disclose,Chose not to Disclose,English,Eugene,Public Assist
11/14/2021,20:25:00,Unavailable,Chose not to Disclose,Chose not to Disclose,English,Eugene,Public Assist
11/14/2021,20:36:00,Unavailable,Chose not to Disclose,Chose not to Disclose,English,Eugene,Public Assist
11/14/2021,20:46:00,34,Male,White,English,Eugene,Check Welfare
11/14/2021,21:48:00,Unavailable,Male,Chose not to Disclose,English,Eugene,Check Welfare
11/14/2021,21:57:00,26,Male,White,English,Eugene,Public Assist
11/14/2021,22:07:00,68,Male,White,English,Eugene,Check Welfare
11/14/2021,22:37:00,32,Male,White,English,Eugene,Check Welfare
11/14/2021,22:49:00,Unavailable,Female,White,English,Eugene,Check Welfare
11/15/2021,0:07:00,21,Male,White,English,Eugene,Counseling
11/15/2021,0:25:00,21,Male,White,English,Eugene,Counseling
11/15/2021,0:46:00,37,Male,White,English,Eugene,Public Assist
11/15/2021,1:03:00,Unavailable,Female,Chose not to Disclose,English,Eugene,Check Welfare
11/15/2021,1:11:00,55,Male,Black or African American,English,Eugene,Public Assist
11/15/2021,1:40:00,48,Male,White,English,Eugene,Transport
11/15/2021,2:00:00,40,Male,White,English,Eugene,Check Welfare
11/15/2021,2:22:00,33,Female,Chose not to Disclose,English,Eugene,Counseling
11/15/2021,3:29:00,52,Male,White,English,Eugene,Transport
11/15/2021,3:59:00,47,Female,White,English,Eugene,Transport
11/13/2021,21:04:45,25,Male,White,English,Springfield,Check Welfare
11/13/2021,23:16:11,39,Male,Chose not to Disclose,English,Springfield,Public Assist
11/14/2021,0:06:44,Unavailable,Male,Chose not to Disclose,English,Springfield,Public Assist
11/14/2021,1:25:30,55,Male,White,English,Springfield,Public Assist
11/14/2021,2:00:26,89,Male,White,English,Springfield,Public Assist
11/14/2021,3:29:16,Unavailable,Female,Chose not to Disclose,English,Springfield,Public Assist
11/14/2021,2:56:56,63,Female,White,English,Springfield,Check Welfare
11/14/2021,3:39:47,Unavailable,Male,Chose not to Disclose,English,Springfield,Public Assist
11/14/2021,11:16:06,69,Male,White,English,Eugene,Check Welfare
11/14/2021,11:40:19,Unavailable,Chose not to Disclose,Chose not to Disclose,English,Eugene,Check Welfare
11/14/2021,11:50:45,40,Male,White,English,Eugene,Public Assist
11/14/2021,12:55:10,61,Male,White,English,Eugene,Check Welfare
11/14/2021,14:16:01,59,Female,White,English,Eugene,Public Assist
11/14/2021,16:26:27,55,Male,White,English,Eugene,Public Assist
11/14/2021,18:15:03,Unavailable,Male,White,English,Eugene,Check Welfare
11/14/2021,19:32:36,60,Male,White,English,Eugene,Public Assist
11/14/2021,19:59:49,Unavailable,Chose not to Disclose,Chose not to Disclose,English,Eugene,Public Assist
11/14/2021,20:24:57,Unavailable,Chose not to Disclose,Chose not to Disclose,English,Eugene,Public Assist
11/14/2021,20:37:28,47,Female,White,English,Eugene,Public Assist
11/14/2021,21:20:22,55,Male,Two or More Unspecified Race,English,Eugene,Public Assist
11/14/2021,21:45:48,30,Female,White,English,Eugene,Counseling
11/15/2021,11:19:39,30,Male,White,English,Eugene,Check Welfare
11/15/2021,13:17:30,54,Female,White,English,Eugene,Police Assist
11/15/2021,13:54:33,75,Female,White,English,Eugene,Check Welfare
11/15/2021,14:46:05,Unavailable,Female,White,English,Eugene,Check Welfare
11/15/2021,15:08:26,47,Male,White,English,Eugene,Check Welfare
11/15/2021,15:43:54,Unavailable,Male,Chose not to Disclose,English,Eugene,Public Assist
11/15/2021,16:02:34,Unavailable,Female,White,English,Eugene,Public Assist
11/15/2021,17:10:49,Unavailable,Male,Asian,English,Eugene,Check Welfare
11/15/2021,17:48:17,32,Female,White,English,Eugene,EMS Assist
11/15/2021,18:21:47,39,Male,American Indian,English,Eugene,Check Welfare
11/15/2021,18:38:12,68,Female,Chose not to Disclose,English,Eugene,Check Welfare
11/15/2021,19:12:17,Unavailable,Male,Chose not to Disclose,English,Eugene,Check Welfare
11/15/2021,21:23:52,Unavailable,Male,Chose not to Disclose,English,Eugene,Public Assist
11/15/2021,20:22:51,25,Male,Two or More Unspecified Race,English,Eugene,Check Welfare
11/15/2021,21:43:27,Unavailable,Female,Chose not to Disclose,English,Eugene,Check Welfare
11/15/2021,21:58:59,44,Male,White,English,Eugene,Public Assist
11/15/2021,22:15:26,42,Female,White,English,Eugene,Public Assist
11/15/2021,18:10:00,30,Female,White,English,Eugene,Check Welfare
11/15/2021,19:30:00,12,Female,White,English,Springfield,Public Assist
11/15/2021,21:59:23,47,Female,White,English,Springfield,Public Assist
11/15/2021,21:12:00,45,Female,White,English,Springfield,Police Assist
11/15/2021,23:09:00,15,Male (Assigned Female at Birth),White,English,Springfield,Police Assist
11/16/2021,0:20:19,Unavailable,Male,White,English,Springfield,Public Assist
11/16/2021,0:41:00,62,Male,White,English,Springfield,Public Assist
11/16/2021,1:19:56,59,Male,White,English,Springfield,Police Assist
11/15/2021,18:00:00,69,Female,White,English,Eugene,Public Assist
11/15/2021,18:51:00,Unavailable,Chose not to Disclose,Chose not to Disclose,English,Springfield,Police Assist
11/15/2021,19:11:00,Unavailable,Chose not to Disclose,Chose not to Disclose,English,Eugene,Public Assist
11/15/2021,19:26:00,Unavailable,Chose not to Disclose,Chose not to Disclose,English,Eugene,Public Assist
11/15/2021,19:29:00,31,Female,White,English,Eugene,Transport
11/15/2021,19:37:00,67,Male,White,English,Eugene,Public Assist
11/15/2021,19:49:00,55,Male,White,English,Eugene,Public Assist
11/15/2021,22:02:00,72,Male,White,English,Eugene,Public Assist
11/15/2021,23:19:00,Unavailable,Chose not to Disclose,Chose not to Disclose,English,Eugene,Check Welfare
11/15/2021,23:28:00,23,Female,White,English,Eugene,Counseling
11/16/2021,1:47:52,Unavailable,Female,White,English,Eugene,Public Assist
11/16/2021,2:14:00,58,Male,Black or African American,English,Eugene,Public Assist
11/16/2021,2:45:00,62,Female,White,English,Eugene,Transport
11/16/2021,3:27:00,Unavailable,Chose not to Disclose,Chose not to Disclose,English,Eugene,Public Assist
11/16/2021,3:45:00,Unavailable,Chose not to Disclose,Chose not to Disclose,English,Eugene,Check Welfare
11/16/2021,3:56:00,Unavailable,Chose not to Disclose,Chose not to Disclose,English,Eugene,Public Assist
11/16/2021,4:03:00,Unavailable,Chose not to Disclose,Chose not to Disclose,English,Eugene,Check Welfare
11/16/2021,4:16:00,75,Male,White,English,Eugene,Police Assist
11/16/2021,6:10:46,28,Female,White,English,Springfield,Police Assist
11/16/2021,8:10:56,30,Female,White,English,Springfield,Check Welfare
11/16/2021,9:08:42,Unavailable,Chose not to Disclose,Chose not to Disclose,English,Springfield,Public Assist
11/16/2021,9:57:49,Unavailable,Chose not to Disclose,Chose not to Disclose,English,Springfield,Check Welfare
11/16/2021,5:21:53,62,Male,White,English,Eugene,Public Assist
11/16/2021,5:47:28,Unavailable,Chose not to Disclose,Chose not to Disclose,English,Eugene,Public Assist
11/16/2021,5:54:28,Unavailable,Chose not to Disclose,Chose not to Disclose,English,Eugene,Check Welfare
11/16/2021,6:00:52,23,Female,White,English,Eugene,Public Assist
11/16/2021,6:58:15,49,Male,White,English,Eugene,Check Welfare
11/16/2021,8:07:39,33,Male,White,English,Eugene,Check Welfare
11/16/2021,9:40:53,52,Male,Chose not to Disclose,English,Eugene,Police Assist
11/16/2021,13:56:54,Unavailable,Chose not to Disclose,Chose not to Disclose,English,Eugene,Check Welfare
11/16/2021,14:16:39,67,Male,White,English,Eugene,Public Assist
11/16/2021,15:50:25,59,Female,White,English,Eugene,Public Assist
11/15/2021,5:12:58,51,Male,White,English,Eugene,Public Assist
11/15/2021,6:02:16,39,Male,White,English,Eugene,Check Welfare
11/15/2021,6:17:11,62,Male,Two or More Unspecified Race,English,Eugene,Check Welfare
11/15/2021,6:57:03,37,Female,Two or More Unspecified Race,English,Eugene,Fire Assist
11/15/2021,7:29:35,49,Female,White,English,Eugene,Check Welfare
11/15/2021,8:35:53,31,Male,White,English,Eugene,Check Welfare
11/15/2021,8:51:02,Unavailable,Male,Black or African American,English,Eugene,Public Assist
11/15/2021,9:19:55,51,Female,White,English,Eugene,Public Assist
11/15/2021,10:39:27,Unavailable,Chose not to Disclose,Chose not to Disclose,English,Eugene,Check Welfare
11/15/2021,10:49:58,33,Male,White,English,Eugene,Public Assist
11/15/2021,12:32:29,71,Male,White,English,Eugene,Check Welfare
11/15/2021,13:22:36,62,Male,Two or More Unspecified Race,English,Eugene,Public Assist
11/15/2021,13:52:55,65,Male,White,English,Eugene,Public Assist
11/15/2021,15:09:39,Unavailable,Chose not to Disclose,Chose not to Disclose,English,Eugene,Check Welfare
11/15/2021,15:14:18,Unavailable,Chose not to Disclose,Chose not to Disclose,English,Eugene,Public Assist
11/15/2021,15:18:42,Unavailable,Chose not to Disclose,Chose not to Disclose,English,Eugene,Check Welfare
11/15/2021,15:30:11,Unavailable,Chose not to Disclose,Chose not to Disclose,English,Eugene,Public Assist
11/15/2021,15:43:00,Unavailable,Chose not to Disclose,Chose not to Disclose,English,Eugene,Fire Assist
11/15/2021,15:55:43,46,Male,White,English,Eugene,Public Assist
11/16/2021,11:18:57,26,Female (Assigned Male at Birth),White,English,Springfield,Check Welfare
11/16/2021,13:11:49,20,Female,White,English,Eugene,Police Assist
11/16/2021,14:42:15,Unavailable,Chose not to Disclose,Chose not to Disclose,English,Eugene,Public Assist
11/16/2021,14:52:28,17,Male,White,English,Eugene,Suicidal Subject
11/16/2021,16:50:37,54,Male,White,English,Eugene,Check Welfare
11/16/2021,17:45:18,44,Male,White,English,Eugene,Check Welfare
11/16/2021,17:48:20,Unavailable,Chose not to Disclose,Chose not to Disclose,English,Eugene,Check Welfare
11/16/2021,17:58:09,Unavailable,Male,White,English,Eugene,Check Welfare
11/16/2021,18:21:35,Unavailable,Chose not to Disclose,Chose not to Disclose,English,Eugene,Check Welfare
11/16/2021,18:31:06,Unavailable,Chose not to Disclose,Chose not to Disclose,English,Eugene,Suicidal Subject
11/16/2021,18:46:00,Unavailable,Chose not to Disclose,Chose not to Disclose,English,Eugene,Check Welfare
11/16/2021,18:59:30,23,Female,White,English,Eugene,Suicidal Subject
11/16/2021,20:01:29,39,Female,White,English,Eugene,Police Assist
11/16/2021,21:35:02,Unavailable,Chose not to Disclose,Chose not to Disclose,English,Springfield,Public Assist
11/16/2021,21:51:04,27,Other,White,English,Eugene,Suicidal Subject
11/16/2021,17:58:41,59,Female,White,English,Springfield,Suicidal Subject
11/16/2021,19:45:00,Unavailable,Female,Chose not to Disclose,English,Springfield,Check Welfare
11/16/2021,19:37:13,30,Female,Chose not to Disclose,English,Springfield,Police Assist
11/16/2021,20:20:13,63,Male,White,English,Springfield,Public Assist
11/16/2021,20:46:08,Unavailable,Male,White,English,Springfield,Check Welfare
11/16/2021,21:39:15,63,Female,Chose not to Disclose,English,Springfield,Check Welfare
11/16/2021,22:26:48,Unavailable,Chose not to Disclose,Chose not to Disclose,English,Springfield,Check Welfare
11/16/2021,22:39:29,Unavailable,Male,Chose not to Disclose,English,Springfield,Public Assist
11/16/2021,22:46:00,Unavailable,Female,Chose not to Disclose,English,Springfield,Public Assist
11/17/2021,0:46:48,48,Male,Two or More Unspecified Race,English,Springfield,Public Assist
11/17/2021,1:19:00,46,Male,White,English,Springfield,Check Welfare
11/17/2021,1:44:28,40,Female,White,English,Springfield,Public Assist
11/16/2021,11:33:54,30,Male,White,English,Springfield,Check Welfare
11/16/2021,13:41:27,35,Female,Chose not to Disclose,English,Springfield,Counseling
11/16/2021,14:50:00,30,Female,White,English,Springfield,Check Welfare
11/16/2021,15:07:05,19,Female,White,English,Springfield,Suicidal Subject
11/16/2021,13:07:00,61,Male,White,English,Springfield,Check Welfare
11/17/2021,11:04:57,17,Female,White,English,Eugene,Check Welfare
11/17/2021,13:41:00,Unavailable,Male,White,English,Eugene,Check Welfare
11/15/2021,10:01:00,Unavailable,Male,White,English,Springfield,Public Assist
11/15/2021,11:15:00,Unavailable,Female,White,English,Springfield,Public Assist
11/15/2021,14:06:00,Unavailable,Male,White,English,Springfield,Public Assist
11/15/2021,14:23:00,Unavailable,Male,White,English,Springfield,Public Assist
11/15/2021,14:35:00,Unavailable,Male,White,English,Springfield,Public Assist
11/15/2021,15:33:00,Unavailable,Female,White,English,Springfield,Check Welfare
11/15/2021,16:15:00,Unavailable,Male,Chose not to Disclose,English,Springfield,Public Assist
11/16/2021,17:25:00,27,Male,White,English,Eugene,Check Welfare
11/16/2021,18:50:00,Unavailable,Chose not to Disclose,Chose not to Disclose,English,Eugene,Check Welfare
11/16/2021,19:08:00,59,Male,White,English,Eugene,Check Welfare
11/16/2021,19:46:00,58,Male,White,English,Eugene,Public Assist
11/16/2021,20:20:00,Unavailable,Male,White,English,Eugene,Check Welfare
11/16/2021,20:54:00,69,Male,White,English,Eugene,Counseling
11/16/2021,21:19:00,29,Male,White,English,Eugene,Police Assist
11/16/2021,22:10:00,38,Male,Two or More Unspecified Race,English,Eugene,Police Assist
11/16/2021,22:55:00,Unavailable,Chose not to Disclose,Chose not to Disclose,English,Eugene,Transport
11/16/2021,23:22:00,Unavailable,Chose not to Disclose,Chose not to Disclose,English,Eugene,Transport
11/16/2021,23:30:00,Unavailable,Chose not to Disclose,Chose not to Disclose,English,Eugene,Public Assist
11/16/2021,23:36:00,Unavailable,Chose not to Disclose,Chose not to Disclose,English,Eugene,Check Welfare
11/16/2021,23:44:00,39,Female,White,English,Eugene,Check Welfare
11/17/2021,0:10:00,55,Male,White,English,Eugene,Police Assist
11/17/2021,0:18:00,62,Male,White,English,Eugene,Transport
11/17/2021,0:44:00,49,Male,White,English,Eugene,Transport
11/17/2021,1:47:00,67,Female,White,English,Eugene,Transport
11/17/2021,2:24:00,25,Male,White,English,Eugene,Transport
11/17/2021,2:54:00,16,Male,White,English,Eugene,Police Assist
11/17/2021,3:37:00,61,Male,White,English,Eugene,Public Assist
11/17/2021,4:05:00,Unavailable,Chose not to Disclose,Chose not to Disclose,English,Eugene,Transport
11/17/2021,4:17:00,Unavailable,Chose not to Disclose,Chose not to Disclose,English,Eugene,Public Assist
11/17/2021,4:22:00,Unavailable,Chose not to Disclose,Chose not to Disclose,English,Eugene,Public Assist
11/17/2021,4:36:00,Unavailable,Male,White,English,Eugene,Public Assist
11/17/2021,5:22:26,27,Male,White,English,Eugene,Police Assist
11/17/2021,6:22:38,41,Male,White,English,Eugene,Public Assist
11/17/2021,6:26:58,Unavailable,Male,Chose not to Disclose,English,Eugene,Police Assist
11/17/2021,6:31:14,61,Male,White,English,Eugene,Public Assist
11/17/2021,7:31:38,67,Male,White,English,Eugene,Public Assist
11/17/2021,8:02:12,59,Female,White,English,Eugene,Public Assist
11/17/2021,9:28:51,36,Male,Black or African American,English,Eugene,Public Assist
11/17/2021,9:34:42,Unavailable,Female,White,English,Eugene,Check Welfare
11/17/2021,9:45:57,52,Male,White,English,Eugene,Public Assist
11/17/2021,10:42:47,47,Male,White,English,Eugene,Public Assist
11/17/2021,10:58:14,Unavailable,Male,Chose not to Disclose,English,Eugene,Check Welfare
11/17/2021,11:09:23,Unavailable,Female,Chose not to Disclose,English,Eugene,Check Welfare
11/17/2021,12:39:54,Unavailable,Male,White,English,Eugene,Check Welfare
11/17/2021,13:30:55,51,Male,Two or More Unspecified Race,English,Eugene,Transport
11/17/2021,14:02:29,Unavailable,Female,White,English,Eugene,Check Welfare
11/17/2021,14:49:17,58,Female,White,English,Eugene,Public Assist
11/17/2021,15:30:58,Unavailable,Male,Chose not to Disclose,English,Eugene,Check Welfare
11/17/2021,15:36:17,18,Male,White,English,Eugene,Suicidal Subject
11/17/2021,17:11:00,15,Female,White,English,Springfield,Counseling
11/17/2021,14:44:00,73,Female,White,English,Eugene,Check Welfare
11/17/2021,15:41:00,Unavailable,Chose not to Disclose,Chose not to Disclose,English,Eugene,Check Welfare
11/17/2021,15:54:36,76,Female,White,English,Eugene,Police Assist
11/17/2021,16:51:00,Unavailable,Male,Two or More Unspecified Race,English,Eugene,Police Assist
11/17/2021,17:04:00,Unavailable,Chose not to Disclose,Chose not to Disclose,English,Eugene,Check Welfare
11/17/2021,17:41:00,Unavailable,Chose not to Disclose,Chose not to Disclose,English,Eugene,Public Assist
11/17/2021,17:49:00,Unavailable,Chose not to Disclose,Chose not to Disclose,English,Eugene,Public Assist
11/17/2021,18:03:00,Unavailable,Chose not to Disclose,Chose not to Disclose,English,Eugene,Police Assist
11/17/2021,18:21:44,Unavailable,Chose not to Disclose,Chose not to Disclose,English,Eugene,Check Welfare
11/17/2021,18:54:00,71,Male,White,English,Eugene,Check Welfare
11/17/2021,19:29:00,23,Female,White,English,Eugene,Police Assist
11/17/2021,20:20:25,Unavailable,Chose not to Disclose,Chose not to Disclose,English,Eugene,Check Welfare
11/17/2021,20:29:00,Unavailable,Chose not to Disclose,Chose not to Disclose,English,Eugene,Check Welfare
11/17/2021,21:31:31,Unavailable,Chose not to Disclose,Chose not to Disclose,English,Eugene,Police Assist
11/17/2021,22:02:00,43,Male,Two or More Unspecified Race,English,Eugene,Check Welfare
11/17/2021,17:39:00,70,Male,White,English,Springfield,Public Assist
11/17/2021,19:04:00,Unavailable,Chose not to Disclose,Chose not to Disclose,English,Eugene,Transport
11/17/2021,19:28:00,67,Female,White,English,Springfield,EMS Assist
11/17/2021,20:49:00,Unavailable,Chose not to Disclose,Chose not to Disclose,English,Springfield,Public Assist
11/17/2021,21:21:00,13,Female,Two or More Unspecified Race,English,Springfield,Check Welfare
11/17/2021,21:49:00,40,Male,White,English,Springfield,Public Assist
11/17/2021,22:01:00,Unavailable,Chose not to Disclose,Chose not to Disclose,English,Springfield,Check Welfare
11/17/2021,23:26:57,27,Female,White,English,Springfield,Suicidal Subject
11/18/2021,0:26:54,32,Male,White,English,Springfield,Transport
11/18/2021,0:35:00,58,Male,Black or African American,English,Springfield,Transport
11/18/2021,1:41:41,49,Male,White,English,Springfield,Suicidal Subject
11/18/2021,2:18:46,68,Male,White,English,Springfield,Transport
11/17/2021,19:58:47,45,Male,White,English,Eugene,Police Assist
11/17/2021,18:50:12,37,Female,American Indian,English,Eugene,Public Assist
11/17/2021,17:16:05,55,Male,White,English,Eugene,Public Assist
11/17/2021,19:11:25,62,Male,White,English,Eugene,Public Assist
11/17/2021,21:37:47,41,Female,White,English,Eugene,EMS Assist
11/17/2021,22:40:29,28,Female,Chose not to Disclose,English,Eugene,Police Assist
11/17/2021,23:01:47,33,Female,Two or More Unspecified Race,English,Eugene,Public Assist
11/17/2021,23:17:42,Unavailable,Male,White,English,Eugene,Public Assist
11/17/2021,23:34:02,28,Female,White,English,Eugene,Police Assist
11/18/2021,1:19:06,Unavailable,Female,Chose not to Disclose,English,Eugene,Public Assist
11/18/2021,1:22:58,36,Female,White,English,Eugene,Police Assist
11/18/2021,2:51:33,Unavailable,Male,White,English,Eugene,Check Welfare
11/18/2021,3:25:49,Unavailable,Female,White,English,Eugene,Check Welfare
11/18/2021,3:39:23,38,Male,White,English,Eugene,Check Welfare
11/18/2021,4:18:49,63,Male,White,English,Eugene,Check Welfare
11/18/2021,5:24:40,59,Male,White,English,Springfield,Public Assist
11/11/2021,5:15:45,Unavailable,Male,White,English,Eugene,Check Welfare
11/11/2021,6:19:28,Unavailable,Chose not to Disclose,Chose not to Disclose,English,Eugene,Check Welfare
11/11/2021,6:33:00,46,Male,White,English,Eugene,Police Assist
11/11/2021,6:43:46,Unavailable,Chose not to Disclose,Chose not to Disclose,English,Eugene,Transport
11/11/2021,6:55:00,Unavailable,Chose not to Disclose,Chose not to Disclose,English,Eugene,Check Welfare
11/11/2021,7:05:00,28,Male,Two or More Unspecified Race,English,Eugene,Transport
